year,latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,magNst,depth_class
2021,-6.5838,129.7902,150.9,4.3,99,2.042,1.24,7.1,9.5,0.177,9,1
2024,-6.5837,127.2255,413.15,4.3,62,3.362,0.54,11.73,8.777,0.129,17,2
2022,-6.5716,130.4952,112.45,4.3,115,1.612,0.56,10.7,7.9,0.142,15,1
2023,-6.5617,129.5976,10.0,4.3,107,2.049,0.81,6.88,1.864,0.189,8,0
2020,-6.5586,129.3397,173.25,4.3,80,2.403,0.63,8.5,8.8,0.129,17,1
2022,-6.5556,129.6062,133.06,4.3,81,2.197,0.72,9.8,10.4,0.161,11,1
2023,-6.5528,126.6109,442.663,4.3,81,3.938,0.43,14.83,6.68,0.177,9,2
2022,-6.5411,129.9458,195.023,4.3,104,1.963,0.77,11.03,8.388,0.218,7,1
2021,-6.5329,129.8566,152.39,4.3,102,2.03,1.15,9.4,7.7,0.187,8,1
2022,-6.5225,128.494,288.772,4.3,71,3.138,0.56,8.68,10.025,0.142,16,1
2023,-6.497,128.2085,379.314,4.3,100,5.07,0.29,11.31,5.269,0.125,18,2
2023,-6.4931,104.6201,35.405,4.3,93,2.992,0.66,7.45,7.855,0.129,19,0
2020,-6.4897,128.7596,221.92,4.3,79,2.923,0.98,7.7,7.5,0.138,15,1
2024,-6.4865,131.5403,58.664,4.3,94,2.541,1.22,4.55,8.938,0.188,8,0
2021,-6.4782,129.3923,171.19,4.3,72,2.41,0.64,6.1,12.4,0.187,8,1
2021,-6.4734,104.7507,24.14,4.3,137,2.756,0.63,7.4,2.7,0.138,17,0
2020,-6.4709,128.045,376.09,4.3,51,3.56,0.65,9.3,8.9,0.104,26,2
2024,-6.4638,106.8897,132.844,4.3,155,1.247,0.37,12.28,13.233,0.154,13,1
2023,-6.4542,129.9304,123.671,4.3,127,4.204,0.69,13.76,11.723,0.375,3,1
2022,-6.4528,129.2987,201.5,4.3,87,2.499,0.64,10.5,14.4,0.188,8,1
2023,-6.4521,129.5707,10.0,4.3,142,1.946,0.74,7.14,1.927,0.237,5,0
2023,-6.4518,129.4941,10.0,4.3,93,1.96,0.82,9.3,1.907,0.137,17,0
2024,-6.4471,127.8632,366.576,4.3,66,4.845,0.59,9.99,8.058,0.16,11,2
2023,-6.4456,129.6441,10.0,4.3,94,1.928,0.68,3.51,1.903,0.129,19,0
2023,-6.4447,129.7745,145.614,4.3,65,1.914,0.47,7.88,9.564,0.133,16,1
2022,-6.4384,130.0001,166.342,4.3,74,2.004,0.43,8.86,7.824,0.111,23,1
2022,-6.4254,130.0671,145.069,4.3,71,1.972,0.64,10.33,10.946,0.161,11,1
2022,-6.4149,129.9075,161.57,4.3,92,2.081,0.51,10.4,13.2,0.267,5,1
2023,-6.406,127.8485,382.207,4.3,81,2.773,0.64,9.87,8.238,0.119,23,2
2020,-6.4014,129.2215,209.71,4.3,86,2.591,1.05,5.1,10.1,0.217,6,1
2021,-6.3965,129.4795,210.77,4.3,134,2.396,0.55,12.0,10.3,0.2,7,1
2023,-6.3955,128.2055,356.747,4.3,93,2.515,0.89,12.48,14.175,0.177,9,2
2021,-6.3951,103.4354,35.0,4.3,72,2.076,1.13,8.2,2.0,0.129,22,0
2021,-6.3883,127.4162,404.05,4.3,66,4.572,0.81,10.0,11.3,0.168,10,2
2023,-6.386,130.182,123.912,4.3,119,4.013,0.91,11.03,10.29,0.237,6,1
2020,-6.3848,130.9936,35.0,4.3,103,1.616,1.17,5.3,1.9,0.138,15,0
2023,-6.381,129.8481,10.0,4.3,112,4.189,1.21,6.65,1.894,0.238,6,0
2020,-6.3749,130.1565,157.62,4.3,70,1.958,0.78,8.9,9.1,0.122,19,1
2023,-6.3713,128.4864,346.868,4.3,82,2.317,0.82,6.89,9.021,0.16,11,2
2021,-6.3713,130.0806,147.36,4.3,55,2.005,0.86,7.2,7.6,0.147,13,1
2024,-6.3713,130.1281,161.663,4.3,77,1.85,0.43,4.63,8.365,0.137,16,1
2024,-6.3609,130.2739,121.858,4.3,121,1.863,0.26,11.94,5.709,0.153,12,1
2024,-6.356,129.2613,213.838,4.3,165,4.53,0.79,14.62,11.914,0.133,16,1
2024,-6.3531,129.449,10.094,4.3,106,1.874,0.6,6.4,5.904,0.239,5,0
2022,-6.35,102.1972,10.0,4.3,150,2.115,0.82,7.6,1.7,0.133,19,0
2021,-6.3481,104.8675,60.25,4.3,136,2.742,0.63,12.1,6.9,0.201,8,0
2022,-6.3451,129.8943,180.029,4.3,88,4.134,1.26,9.87,10.896,0.169,11,1
2021,-6.3396,130.0968,148.2,4.3,49,2.021,0.68,5.7,6.0,0.089,40,1
2022,-6.3378,130.1128,150.16,4.3,76,2.013,0.6,8.6,7.6,0.099,36,1
2021,-6.3374,133.1651,10.0,4.3,75,3.516,1.01,5.8,1.8,0.188,8,0
2024,-6.3339,131.8793,37.922,4.3,118,2.665,0.95,10.26,11.436,0.177,9,0
2020,-6.3275,128.8253,270.15,4.3,79,2.954,0.63,10.0,10.2,0.153,12,1
2022,-6.3195,129.599,152.74,4.3,96,2.361,0.65,9.4,5.2,0.188,8,1
2024,-6.317,130.2037,137.457,4.3,101,1.807,0.51,7.02,9.7,0.148,13,1
2023,-6.3146,130.2817,144.832,4.3,102,1.82,0.37,9.32,5.969,0.119,20,1
2023,-6.299,130.1498,141.885,4.3,90,3.956,1.1,7.93,9.239,0.142,18,1
2024,-6.2985,129.706,13.38,4.3,153,1.775,0.7,6.57,5.396,0.238,5,0
2021,-6.2951,130.1879,143.48,4.3,90,2.006,0.77,4.6,9.9,0.168,10,1
2020,-6.2839,103.8603,51.05,4.3,205,2.112,0.61,11.6,10.8,0.202,7,0
2023,-6.2826,130.0368,10.0,4.3,99,1.754,0.46,7.23,1.539,0.2,7,0
2023,-6.2816,101.2515,10.0,4.3,106,2.554,1.1,7.93,1.666,0.133,20,0
2021,-6.2747,105.0912,71.56,4.3,180,2.801,0.67,15.5,12.4,0.129,17,1
2023,-6.2711,104.6388,55.933,4.3,180,2.532,0.27,13.77,7.854,0.188,8,0
2023,-6.2678,130.0918,10.0,4.3,93,1.744,0.92,8.61,1.932,0.202,7,0
2020,-6.265,130.2468,154.09,4.3,87,2.0,1.07,6.4,10.1,0.161,11,1
2021,-6.2645,131.5344,47.93,4.3,76,1.722,1.1,7.1,11.3,0.218,6,0
2024,-6.2585,130.4048,149.784,4.3,56,1.795,0.84,9.05,7.654,0.107,25,1
2023,-6.2535,129.9354,10.0,4.3,116,1.72,0.58,5.95,1.81,0.168,10,0
2024,-6.2503,103.8532,41.904,4.3,199,2.079,0.5,11.16,8.827,0.153,13,0
2021,-6.2252,130.3305,113.43,4.3,103,1.993,0.84,8.3,8.7,0.142,14,1
2020,-6.2063,130.3301,124.29,4.3,121,2.009,1.25,8.3,11.6,0.238,7,1
2023,-6.2044,129.9258,158.572,4.3,66,1.671,0.72,5.79,8.369,0.111,23,1
2022,-6.2026,130.4261,148.697,4.3,124,1.969,0.3,11.32,13.037,0.307,3,1
2023,-6.1923,130.4397,123.678,4.3,111,1.742,0.96,8.12,4.693,0.142,14,1
2023,-6.1882,129.8242,140.172,4.3,109,1.657,0.87,13.07,7.266,0.161,11,1
2023,-6.1873,130.2248,146.129,4.3,104,1.684,0.47,6.8,10.699,0.153,12,1
2024,-6.1853,105.0431,66.54,4.3,131,2.758,0.6,5.49,7.238,0.189,12,0
2020,-6.1779,108.1537,10.0,4.3,121,1.37,0.97,3.4,1.9,0.178,9,0
2021,-6.1708,122.689,10.0,4.3,141,2.489,0.48,5.7,1.9,0.188,8,0
2021,-6.1688,130.3996,101.51,4.3,97,2.01,0.32,7.3,9.4,0.188,8,1
2024,-6.1681,104.3177,45.582,4.3,132,2.25,0.33,8.43,7.534,0.169,10,0
2020,-6.1665,128.7411,268.93,4.3,96,3.114,0.65,6.1,14.6,0.237,5,1
2023,-6.1587,129.9052,10.0,4.3,115,1.626,0.97,10.79,1.864,0.238,5,0
2021,-6.1405,112.9335,592.85,4.3,35,2.611,0.84,10.0,3.5,0.078,46,2
2021,-6.1389,132.4153,10.0,4.3,107,2.14,0.54,9.3,1.9,0.217,6,0
2023,-6.1388,130.0182,10.0,4.3,97,1.61,0.48,4.3,1.924,0.2,7,0
2022,-6.1316,130.3053,121.752,4.3,78,2.087,0.72,8.17,9.185,0.217,8,1
2023,-6.1304,129.7654,10.295,4.3,140,1.603,1.56,10.63,5.522,0.237,6,0
2023,-6.1237,130.6335,146.223,4.3,122,1.749,0.78,11.22,9.933,0.216,6,1
2023,-6.1054,129.9039,10.0,4.3,96,1.573,0.86,8.6,1.958,0.218,6,0
2022,-6.0968,127.6161,399.2,4.3,42,4.107,0.57,10.2,11.5,0.094,32,2
2022,-6.095,128.1472,349.59,4.3,46,3.647,0.77,8.2,7.3,0.076,52,2
2023,-6.0907,130.487,113.012,4.3,121,1.662,0.6,10.78,6.906,0.119,20,1
2020,-6.0689,130.0448,10.0,4.3,98,2.272,0.91,4.6,1.9,0.154,12,0
2023,-6.0684,106.7474,162.884,4.3,161,1.142,0.51,10.03,6.369,0.189,8,1
2023,-6.0564,129.858,10.0,4.3,113,1.525,0.96,6.25,1.914,0.178,12,0
2020,-6.0475,127.6866,390.06,4.3,63,4.068,0.83,6.9,5.5,0.084,40,2
2020,-6.0466,127.8507,401.37,4.3,115,3.926,0.26,13.2,13.2,0.188,8,2
2022,-6.039,130.3574,108.136,4.3,120,2.145,1.02,7.36,7.775,0.16,11,1
2024,-6.0354,130.5525,148.398,4.3,123,1.636,0.68,10.02,8.754,0.142,14,1
2021,-6.0207,129.8558,139.17,4.3,89,2.418,0.58,8.7,5.3,0.13,19,1
2020,-6.02,130.5016,10.0,4.3,62,2.104,0.89,5.0,1.8,0.202,7,0
2023,-6.009,129.6652,10.0,4.3,92,1.496,0.35,4.86,1.908,0.154,12,0
2021,-6.0017,122.5323,10.0,4.3,95,2.633,0.75,5.4,1.9,0.168,10,0
2023,-6.0006,130.409,10.0,4.3,122,1.552,0.87,9.02,1.919,0.217,6,0
2020,-5.9989,128.7665,310.81,4.3,66,3.194,0.91,5.3,6.8,0.104,26,2
2021,-5.9887,104.9733,57.66,4.3,177,2.579,0.47,14.0,10.6,0.178,9,0
2021,-5.9772,130.6573,140.42,4.3,132,2.091,1.12,8.0,10.9,0.201,8,1
2020,-5.973,106.1768,180.0,4.3,91,1.659,1.17,8.7,6.3,0.116,21,1
2023,-5.964,125.1571,582.792,4.3,59,3.869,0.52,10.85,7.518,0.099,31,2
2024,-6.376,128.4541,294.611,4.2,130,5.108,0.48,9.5,18.512,0.215,6,1
2021,-6.3729,128.3623,324.74,4.2,46,3.323,0.8,8.4,8.3,0.102,27,2
2022,-6.3724,127.9552,353.008,4.2,71,3.683,0.72,8.43,5.952,0.11,23,2
2021,-6.3423,130.3665,103.48,4.2,122,1.874,0.99,13.3,12.6,0.236,5,1
2022,-6.3267,128.4584,271.12,4.2,129,3.263,0.42,10.3,8.8,0.167,10,1
2022,-6.3234,105.4488,138.83,4.2,131,2.208,1.0,4.7,8.9,0.176,9,1
2022,-6.3223,130.1803,161.81,4.2,79,1.988,0.82,8.0,8.4,0.132,16,1
2023,-6.3151,129.9295,10.0,4.2,112,4.09,0.7,6.81,1.936,0.199,8,0
2023,-6.3134,130.3067,133.826,4.2,122,1.824,0.4,9.28,6.756,0.146,13,1
2021,-6.3122,128.0764,348.7,4.2,71,5.092,0.61,5.5,10.5,0.303,3,2
2024,-6.3119,130.2295,120.214,4.2,123,3.925,0.47,15.13,12.735,0.235,5,1
2024,-6.3086,130.3507,119.146,4.2,122,1.829,0.49,9.49,7.926,0.115,21,1
2024,-6.3022,103.9975,35.0,4.2,209,2.19,0.52,10.95,2.001,0.176,9,0
2024,-6.2994,120.2286,10.0,4.2,95,1.362,0.63,6.62,1.929,0.216,6,0
2021,-6.2933,128.262,322.84,4.2,147,7.097,0.33,14.6,7.0,0.166,10,2
2021,-6.2921,128.4462,344.86,4.2,72,3.291,0.61,9.5,9.2,0.136,17,2
2022,-6.2755,130.2986,132.951,4.2,96,1.965,0.44,8.68,8.184,0.132,18,1
2020,-6.2657,130.0481,123.43,4.2,88,2.109,0.77,9.3,8.4,0.167,10,1
2021,-6.2567,103.874,45.51,4.2,200,2.093,0.81,5.3,11.8,0.176,10,0
2021,-6.2553,128.5839,318.16,4.2,53,3.194,0.67,7.3,9.8,0.146,13,2
2022,-6.2503,128.1364,347.327,4.2,33,3.579,0.66,4.8,6.232,0.115,22,2
2022,-6.2483,129.6924,128.41,4.2,88,2.347,0.34,6.7,11.8,0.236,5,1
2020,-6.2398,130.2169,111.77,4.2,79,2.037,0.81,9.0,11.8,0.214,6,1
2023,-6.2364,130.2958,122.435,4.2,102,1.747,0.65,9.0,8.157,0.122,19,1
2021,-6.214,130.5656,125.08,4.2,130,1.901,0.94,10.5,10.5,0.175,9,1
2023,-6.2093,130.1488,9.983,4.2,95,1.693,0.32,6.91,5.865,0.186,9,0
2023,-6.2042,130.0262,10.0,4.2,98,3.944,0.61,5.68,1.846,0.158,11,0
2022,-6.192,129.7216,134.281,4.2,87,2.37,0.52,10.84,9.597,0.152,13,1
2021,-6.1918,130.3148,146.5,4.2,121,2.029,0.95,7.6,5.2,0.199,7,1
2023,-6.1906,130.6697,150.522,4.2,133,1.825,0.47,10.28,4.82,0.216,6,1
2020,-6.1867,130.2239,152.68,4.2,101,2.078,0.8,8.9,8.9,0.152,12,1
2024,-6.1851,128.6835,322.85,4.2,79,2.051,0.65,11.01,9.723,0.2,7,2
2024,-6.1783,130.1719,106.248,4.2,138,3.843,0.64,11.16,10.224,0.235,5,1
2022,-6.1741,105.7076,136.38,4.2,123,2.001,0.81,12.1,7.6,0.147,13,1
2022,-6.1717,127.6091,419.19,4.2,75,4.079,0.62,12.9,8.8,0.131,16,2
2023,-6.1627,129.902,10.0,4.2,111,1.629,0.77,8.7,1.943,0.187,8,0
2024,-6.1569,130.6739,128.005,4.2,139,1.795,0.72,14.46,5.924,0.526,1,1
2023,-6.1389,103.7049,35.0,4.2,160,1.918,0.68,5.78,1.946,0.2,7,0
2023,-6.1312,130.4193,138.512,4.2,118,1.678,0.82,8.61,7.424,0.128,17,1
2022,-6.0982,123.1884,10.0,4.2,113,2.692,0.6,7.99,1.792,0.199,7,0
2024,-6.0971,130.4384,115.886,4.2,95,1.652,0.96,9.89,12.375,0.265,4,1
2021,-6.097,130.1396,88.18,4.2,83,2.198,1.24,6.7,11.3,0.215,8,1
2023,-6.0953,129.9471,10.0,4.2,115,1.563,0.99,7.27,1.818,0.215,6,0
2020,-6.0933,130.4329,161.02,4.2,88,2.064,0.94,6.6,9.2,0.159,11,1
2023,-6.0765,130.6686,147.823,4.2,143,1.721,0.49,12.07,11.361,0.265,5,1
2023,-6.0709,130.0095,10.0,4.2,112,1.542,0.35,6.0,1.946,0.235,5,0
2021,-6.0665,130.6896,86.87,4.2,139,3.491,0.65,13.6,7.7,0.263,4,1
2022,-6.0634,127.84,406.23,4.2,50,3.927,0.47,10.5,10.8,0.091,34,2
2020,-6.0601,130.6056,140.28,4.2,132,2.03,0.98,10.4,8.9,0.186,9,1
2021,-6.0584,126.0936,496.9,4.2,91,4.094,0.54,15.7,13.6,0.199,8,2
2024,-6.0564,130.1916,21.575,4.2,52,1.55,0.4,6.51,7.349,0.159,14,0
2020,-6.0527,130.5371,117.37,4.2,130,2.061,0.94,11.9,10.0,0.176,9,1
2023,-6.0489,130.3508,10.0,4.2,104,1.58,0.64,8.11,1.928,0.176,9,0
2021,-6.0447,130.44,143.1,4.2,126,2.105,0.62,13.3,12.7,0.215,6,1
2020,-6.0431,130.6573,118.27,4.2,107,2.029,0.86,5.5,8.8,0.136,17,1
2020,-6.0385,111.9458,602.38,4.2,31,1.801,0.68,10.8,6.4,0.088,36,2
2020,-6.0379,130.5861,120.13,4.2,116,2.057,0.89,4.8,10.3,0.175,10,1
2022,-6.0355,112.9598,595.39,4.2,52,2.692,0.9,12.3,7.9,0.118,22,2
2024,-6.0257,106.3181,196.104,4.2,120,1.946,0.54,13.17,9.559,0.153,12,1
2020,-6.0151,112.8793,611.76,4.2,77,2.631,0.8,11.0,7.5,0.132,16,2
2021,-6.0142,128.7373,301.5,4.2,79,3.207,0.93,8.3,9.6,0.152,12,2
2024,-5.9599,129.7928,164.18,4.2,82,1.432,1.13,10.43,4.926,0.159,12,1
2023,-5.9549,130.7769,92.163,4.2,113,1.667,1.02,6.45,6.604,0.16,11,1
2022,-10.8685,123.9063,10.0,4.2,140,1.161,0.46,7.8,1.9,0.167,10,0
2023,-10.8483,113.3758,10.0,4.2,120,2.484,0.69,6.99,1.854,0.236,5,0
2022,-10.8121,122.9274,10.0,4.2,142,1.686,0.83,5.95,1.948,0.303,3,0
2022,-10.7339,113.4014,10.0,4.2,124,2.368,1.12,6.61,1.722,0.152,12,0
2022,-10.6581,113.3708,12.524,4.2,124,2.307,0.58,9.33,2.84,0.16,12,0
2022,-10.6423,124.4258,10.0,4.2,113,0.895,1.23,6.41,1.927,0.304,3,0
2024,-10.6308,111.7289,10.0,4.2,102,3.212,0.99,7.92,1.941,0.166,11,0
2023,-10.5412,123.4682,10.0,4.2,106,1.108,0.35,5.05,1.96,0.236,5,0
2024,-10.5004,123.7707,10.0,4.2,79,0.887,1.05,5.27,1.933,0.215,6,0
2022,-10.4521,124.0482,10.0,4.2,110,0.45,1.37,5.7,1.2,0.304,3,0
2022,-10.3881,124.7326,10.0,4.2,105,0.778,1.12,8.34,1.955,0.529,1,0
2023,-10.3133,120.1729,37.575,4.2,92,2.632,0.97,7.84,6.762,0.147,15,0
2024,-10.3118,123.8462,10.0,4.2,96,0.691,1.2,3.52,1.974,0.215,6,0
2024,-10.3116,122.1462,16.075,4.2,64,2.161,0.74,6.17,5.18,0.158,11,0
2024,-10.2541,116.2314,32.738,4.2,106,2.712,0.4,14.98,8.822,0.186,8,0
2022,-10.2477,118.7569,29.163,4.2,86,1.711,1.09,6.76,6.351,0.216,6,0
2023,-10.1994,113.5497,24.274,4.2,121,1.818,0.4,7.25,7.249,0.176,9,0
2023,-10.0782,123.1755,18.134,4.2,106,1.122,0.76,8.14,4.831,0.2,7,0
2024,-9.9963,122.9697,10.0,4.2,129,5.888,0.93,12.67,1.988,0.167,10,0
2020,-9.9565,119.579,60.18,4.2,79,2.934,0.8,7.9,8.6,0.128,17,0
2020,-9.9364,118.9184,35.0,4.2,111,3.522,0.47,5.0,1.9,0.147,13,0
2024,-9.9353,119.5677,73.64,4.2,83,2.082,1.1,7.4,8.463,0.141,14,1
2021,-9.8512,123.6376,10.0,4.2,78,0.627,0.73,2.8,1.8,0.141,16,0
2020,-9.8113,118.9413,10.0,4.2,83,3.457,0.79,7.1,1.9,0.176,9,0
2021,-9.7878,112.9861,47.42,4.2,168,1.743,1.13,8.5,11.1,0.305,5,0
2021,-9.7742,120.6739,91.36,4.2,69,1.913,0.55,7.1,9.6,0.159,12,1
2020,-9.7638,119.0617,10.0,4.2,104,3.329,0.7,8.7,1.9,0.152,12,0
2023,-9.7555,122.7458,100.832,4.2,83,1.5,0.44,7.62,9.334,0.159,11,1
2023,-9.725,114.0347,41.676,4.2,92,1.252,0.7,7.95,8.186,0.147,13,0
2020,-9.7144,121.706,51.44,4.2,84,1.193,0.44,7.1,9.2,0.16,11,0
2020,-9.7108,118.7175,35.0,4.2,107,3.636,1.12,7.4,1.3,0.199,7,0
2021,-9.6958,125.109,22.47,4.2,133,0.832,0.81,6.2,4.9,0.199,7,0
2024,-9.6877,117.406,47.947,4.2,96,3.434,1.31,8.16,11.894,0.146,13,0
2020,-9.6748,118.9154,10.0,4.2,83,3.439,0.9,7.6,1.9,0.176,9,0
2024,-9.67,112.2551,21.188,4.2,176,2.221,1.01,7.03,7.566,0.216,7,0
2022,-9.6628,116.2937,58.172,4.2,61,1.683,0.45,7.26,8.383,0.186,9,0
2024,-9.6504,108.3842,10.0,4.2,174,2.292,0.37,6.96,1.772,0.303,3,0
2020,-9.6146,125.0344,10.0,4.2,99,0.769,0.64,5.0,1.8,0.372,5,0
2020,-9.6056,120.6018,85.77,4.2,94,1.881,0.9,5.9,9.0,0.167,11,1
2020,-9.6054,118.4294,59.27,4.2,85,3.882,1.03,8.8,8.3,0.216,6,0
2022,-9.5999,112.8431,35.0,4.2,93,1.712,0.65,7.3,2.0,0.187,9,0
2020,-9.5629,111.9763,35.0,4.2,125,2.18,0.91,8.0,2.0,0.199,7,0
2020,-9.5544,119.2283,10.0,4.2,80,3.109,1.09,7.1,1.9,0.175,9,0
2021,-9.5101,119.8099,71.8,4.2,77,2.55,0.55,6.1,7.9,0.118,22,1
2020,-9.5012,112.6795,35.0,4.2,128,1.779,0.76,8.3,2.0,0.136,15,0
2022,-9.5003,119.2294,78.166,4.2,92,3.093,0.74,4.68,10.152,0.235,5,1
2021,-9.495,125.0703,10.0,4.2,92,0.833,0.65,4.9,1.9,0.265,4,0
2024,-9.4845,124.4859,10.0,4.2,124,0.345,0.6,5.93,1.889,0.152,13,0
2020,-9.4698,114.4352,38.63,4.2,106,1.031,0.6,4.1,10.2,0.167,10,0
2021,-9.4621,110.2786,10.0,4.2,77,1.558,1.09,6.6,1.9,0.176,11,0
2022,-9.4426,109.7888,10.0,4.2,180,1.684,0.74,7.1,1.8,0.235,5,0
2023,-9.4328,124.8101,26.707,4.2,69,0.624,0.94,7.75,7.015,0.2,7,0
2020,-9.4266,113.683,61.63,4.2,153,1.057,0.74,8.0,9.4,0.215,6,0
2022,-9.4155,113.0,58.284,4.2,166,1.476,0.48,7.94,8.495,0.176,12,0
2024,-9.4155,123.7501,67.379,4.2,160,0.612,0.77,10.82,9.012,0.215,6,0
2024,-9.4044,106.6423,10.0,4.2,101,1.401,0.72,4.69,1.756,0.159,11,0
2020,-9.4041,123.5984,119.08,4.2,176,0.746,0.75,12.7,7.3,0.215,6,1
2024,-9.3776,117.4411,80.194,4.2,53,3.372,0.93,7.87,5.95,0.121,19,1
2023,-9.3222,119.5755,65.804,4.2,131,1.844,0.65,6.95,11.198,0.372,2,0
2022,-9.2804,121.0312,81.81,4.2,85,1.353,0.52,8.6,11.8,0.199,10,1
2022,-9.2614,118.9769,103.262,4.2,91,1.262,0.71,7.23,3.014,0.115,24,1
2020,-9.2506,110.851,35.0,4.2,148,1.368,0.58,8.9,1.9,0.186,8,0
2022,-9.2505,106.8199,15.458,4.2,98,1.632,1.13,5.28,5.071,0.186,8,0
2020,-9.24,123.643,114.18,4.2,113,0.8,0.96,7.5,6.6,0.159,11,1
2020,-9.2107,115.1245,71.82,4.2,99,1.21,0.34,6.1,8.3,0.199,7,1
2020,-9.181,106.1711,10.0,4.2,129,2.248,1.0,8.2,1.9,0.176,9,0
2022,-9.177,117.3573,119.12,4.2,87,3.244,0.93,4.7,9.7,0.166,10,1
2021,-7.5856,128.5536,139.15,4.2,60,2.748,0.9,6.0,8.0,0.141,14,1
2022,-7.5837,127.6975,151.941,4.2,90,3.591,0.69,8.14,9.796,0.187,8,1
2023,-7.5811,104.0964,10.0,4.2,132,3.395,0.4,10.22,1.889,0.121,19,0
2020,-7.5751,128.5535,120.15,4.2,150,2.75,0.69,8.7,6.6,0.153,12,1
2024,-7.5733,127.8762,157.928,4.2,96,4.175,0.77,7.75,11.273,0.199,7,1
2022,-7.5671,127.9995,95.27,4.2,94,3.295,0.96,5.8,9.6,0.152,12,1
2023,-7.5595,127.5911,148.896,4.2,87,3.794,0.59,9.82,4.91,0.127,19,1
2020,-7.5566,128.548,151.93,4.2,85,2.758,1.05,11.0,10.1,0.304,3,1
2020,-7.5514,127.5653,137.38,4.2,55,3.724,1.15,8.4,7.8,0.152,12,1
2024,-7.5432,128.2118,176.667,4.2,85,3.441,0.95,8.6,9.426,0.158,11,1
2024,-7.5428,127.9582,145.018,4.2,71,4.26,1.01,9.74,3.006,0.146,13,1
2023,-7.5364,128.2356,137.118,4.2,110,3.423,0.53,7.18,8.013,0.132,16,1
2022,-7.528,120.5419,517.68,4.2,78,2.007,1.14,11.1,9.4,0.115,21,2
2021,-7.5196,128.7263,124.18,4.2,111,4.936,0.62,9.2,8.1,0.115,21,1
2022,-7.5155,126.9476,252.227,4.2,47,3.461,0.46,6.36,8.121,0.121,19,1
2020,-7.5152,107.6753,117.12,4.2,124,0.057,0.87,9.7,5.6,0.158,11,1
2021,-7.5066,128.9299,132.99,4.2,69,2.394,0.83,8.2,10.8,0.306,3,1
2022,-7.5056,120.1511,387.04,4.2,68,2.351,0.77,9.4,8.0,0.166,10,2
2024,-7.5049,128.1405,166.049,4.2,98,4.435,0.96,9.79,9.506,0.216,6,1
2022,-7.502,127.7984,157.104,4.2,60,3.502,0.45,7.87,11.55,0.186,8,1
2024,-7.4999,128.1766,154.379,4.2,98,4.468,1.21,9.52,8.025,0.167,12,1
2023,-7.4994,112.502,9.013,4.2,104,1.898,0.96,9.27,4.514,0.141,14,0
2022,-7.49,128.6634,153.75,4.2,62,2.657,0.5,8.0,8.5,0.175,9,1
2020,-7.4895,120.3658,10.0,4.2,133,2.533,1.03,13.0,1.9,0.166,10,0
2020,-7.4821,128.2579,153.08,4.2,58,3.054,0.88,7.0,8.7,0.124,21,1
2021,-7.4778,128.0654,141.09,4.2,84,4.384,0.51,8.2,11.1,0.176,9,1
2024,-7.4762,128.3337,108.734,4.2,120,3.324,0.78,5.82,9.86,0.236,5,1
2024,-7.4753,127.8581,148.395,4.2,71,3.571,0.57,7.34,5.479,0.092,37,1
2024,-7.475,120.2477,397.926,4.2,61,2.494,0.81,9.28,8.127,0.102,27,2
2020,-7.4715,130.2073,77.31,4.2,74,1.195,0.43,5.3,21.3,0.199,7,1
2024,-7.4696,119.8241,527.37,4.2,110,2.435,0.46,14.58,8.576,0.215,6,2
2020,-7.4507,106.0456,85.55,4.2,184,1.591,0.56,9.3,7.6,0.136,16,1
2023,-7.4449,127.8479,168.456,4.2,85,4.22,1.04,9.84,7.68,0.167,10,1
2021,-7.4431,128.7064,132.77,4.2,64,2.624,0.9,6.1,7.1,0.091,38,1
2024,-7.4351,128.3176,126.088,4.2,73,5.954,1.15,9.8,12.022,0.176,10,1
2024,-7.4315,128.8586,129.448,4.2,120,5.611,0.79,10.21,9.103,0.159,12,1
2024,-7.4249,127.696,10.0,4.2,120,3.625,1.05,10.53,1.892,0.186,8,0
2023,-7.424,128.5753,157.718,4.2,109,4.849,0.63,10.68,8.695,0.147,13,1
2021,-7.4202,119.446,251.21,4.2,108,2.409,1.33,6.4,11.7,0.235,6,1
2023,-7.4188,125.18,396.76,4.2,92,2.491,0.61,9.55,8.173,0.118,20,2
2024,-7.4172,128.7221,148.604,4.2,110,4.98,0.33,8.55,8.484,0.125,18,1
2022,-7.4112,128.3346,155.939,4.2,64,2.992,0.55,8.89,8.512,0.199,7,1
2023,-7.4088,129.3287,101.21,4.2,88,5.324,0.73,7.57,10.48,0.236,5,1
2022,-7.4043,128.7999,146.2,4.2,54,2.542,0.44,5.8,9.3,0.176,10,1
2021,-7.4027,128.7383,143.81,4.2,65,2.602,0.41,7.3,9.7,0.152,12,1
2021,-7.3957,128.8766,124.68,4.2,69,2.47,0.72,4.4,7.4,0.141,14,1
2021,-7.3935,120.2478,385.16,4.2,67,2.414,0.78,9.6,4.1,0.176,9,2
2023,-7.389,128.2868,152.737,4.2,85,3.271,0.52,8.04,7.205,0.112,22,1
2023,-7.3806,128.5367,175.001,4.2,81,3.149,0.63,6.83,7.14,0.132,17,1
2022,-7.3731,128.8164,130.3,4.2,66,2.533,0.61,8.7,4.7,0.125,18,1
2021,-7.365,123.7594,524.77,4.2,82,1.966,0.82,8.3,16.2,0.304,3,2
