year,latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,magNst,depth_class
2022,-3.1605,139.8304,40.12,5.3,13,1.083,0.69,7.4,4.5,0.093,11,0
2021,-3.0905,129.3592,9.32,5.3,57,2.89,0.66,6.8,4.2,0.069,74,0
2024,-2.994,139.2269,39.22,5.3,17,1.549,0.64,6.77,4.165,0.083,14,0
2021,-2.9033,139.2142,46.02,5.3,16,6.956,0.66,7.5,4.5,0.093,11,0
2021,-5.5312,133.7606,10.0,5.3,57,3.0,0.79,7.6,1.9,0.056,31,0
2023,-5.4786,130.2365,10.0,5.3,48,1.006,0.59,5.72,1.772,0.068,21,0
2024,-5.4079,102.6434,19.632,5.3,33,1.086,0.89,6.34,3.348,0.049,146,0
2024,-5.1622,101.0511,10.0,5.3,63,2.058,0.8,4.29,1.702,0.08,15,0
2023,-5.0128,103.1291,66.413,5.3,36,0.671,0.52,8.12,4.888,0.098,10,0
2022,-4.9018,103.0305,66.86,5.3,46,0.542,0.54,7.8,5.4,0.098,10,0
2024,-4.5597,102.7307,62.692,5.3,28,0.299,0.91,8.04,3.824,0.078,16,0
2020,-4.4773,102.5889,54.02,5.3,34,0.383,0.85,6.8,4.1,0.047,152,0
2023,-4.1801,134.0052,10.0,5.3,44,2.154,0.53,6.83,1.816,0.056,31,0
2022,-4.1438,102.1383,52.0,5.3,26,0.843,0.69,7.34,1.873,0.098,10,0
2020,-3.8635,126.2062,10.0,5.3,21,4.43,1.25,6.4,1.7,0.093,11,0
2023,-3.6024,140.1941,41.45,5.3,28,1.194,0.82,6.11,4.442,0.083,14,0
2020,-8.9999,123.4945,95.11,5.3,37,1.07,1.1,6.7,4.6,0.08,15,1
2024,-8.8902,111.2844,35.0,5.3,30,2.011,0.87,7.27,1.763,0.06,93,0
2023,-8.8299,111.1757,67.859,5.3,48,1.117,0.71,6.74,5.742,0.086,13,0
2024,-8.2223,115.9724,22.776,5.3,18,1.818,0.97,5.51,3.831,0.078,16,0
2020,-7.1501,129.1447,124.95,5.3,16,2.29,1.35,5.8,3.6,0.061,26,1
2020,-7.137,124.0206,590.05,5.3,19,2.31,0.76,9.0,4.9,0.093,11,2
2023,-7.0119,129.4318,126.526,5.3,31,2.518,0.76,8.31,4.297,0.071,19,1
2023,-6.9332,106.7791,113.044,5.3,33,1.012,0.94,7.34,4.938,0.044,171,1
2022,-6.565,130.5014,79.224,5.3,16,1.615,0.97,6.54,4.204,0.098,10,1
2023,-6.4702,104.0023,43.518,5.3,79,2.341,0.91,6.99,5.243,0.055,111,0
2024,-6.2013,130.11,136.091,5.3,36,1.68,0.62,9.48,4.298,0.073,18,1
2024,-6.1464,102.8461,10.0,5.3,69,1.777,0.58,6.66,1.832,0.053,120,0
2023,-6.0958,130.1099,10.0,5.3,43,1.576,0.61,6.02,1.834,0.071,19,0
2022,-10.5362,113.448,10.0,5.3,38,2.167,0.29,6.72,1.838,0.066,22,0
2020,-9.7772,118.992,10.0,5.3,46,3.399,0.76,7.5,1.9,0.075,17,0
2022,-7.3172,106.0704,42.31,5.3,54,1.573,1.02,6.6,6.6,0.075,17,0
2022,-7.2524,106.0683,18.52,5.3,34,1.582,0.94,6.4,4.2,0.083,14,0
2022,-8.1186,120.6733,10.0,5.3,41,1.63,0.71,6.7,1.8,0.089,12,0
2022,-7.6341,107.0324,50.19,5.3,51,0.635,0.91,7.0,5.3,0.078,16,0
2022,2.7042,125.7943,96.11,5.3,32,2.48,1.2,6.6,2.7,0.071,19,1
2021,2.8784,126.5971,54.75,5.3,39,2.229,1.13,7.1,5.4,0.046,159,0
2021,2.9309,95.3897,22.0,5.3,24,2.717,0.73,6.6,1.7,0.08,15,0
2020,3.14,128.1906,136.91,5.3,37,2.492,0.88,7.7,4.6,0.059,28,1
2023,5.8532,126.7748,83.529,5.3,21,1.695,0.8,7.73,4.024,0.055,32,1
2022,1.4233,127.9637,10.0,5.3,103,0.88,0.72,6.5,1.9,0.071,19,0
2023,1.9439,128.255,143.944,5.3,24,1.464,0.8,6.62,4.266,0.059,28,1
2023,1.9672,97.9366,44.501,5.3,55,0.751,0.72,8.49,4.61,0.086,13,0
2023,4.3673,126.5051,28.833,5.3,63,3.674,0.96,8.36,3.35,0.071,19,0
2020,5.2608,125.2951,35.0,5.3,36,1.819,1.07,5.7,1.9,0.078,16,0
2020,5.5251,126.6597,23.5,5.3,107,1.873,0.95,7.2,1.9,0.078,16,0
2023,3.1604,127.0141,35.0,5.3,41,2.399,0.99,7.08,1.823,0.042,200,0
2021,4.1851,125.4314,10.0,5.3,72,2.869,0.82,6.3,1.8,0.064,81,0
2021,2.1052,126.691,35.78,5.3,79,1.486,0.67,5.9,6.3,0.083,14,0
2021,2.1321,126.624,26.42,5.3,40,1.541,1.17,5.9,2.6,0.093,11,0
2024,2.2997,126.767,20.048,5.3,18,4.884,0.79,6.58,1.615,0.086,13,0
2022,2.0788,126.5726,36.724,5.2,42,1.522,0.77,5.89,4.069,0.08,15,0
2023,2.1413,98.479,91.467,5.2,44,0.707,0.74,6.14,4.438,0.043,178,1
2024,2.1924,128.6935,26.101,5.2,76,1.937,0.73,7.37,4.984,0.093,11,0
2024,2.226,126.6873,38.856,5.2,67,1.596,0.65,7.23,1.49,0.086,13,0
2020,2.3965,126.8005,31.9,5.2,23,1.71,0.87,5.3,3.6,0.086,13,0
2024,2.4975,126.838,46.013,5.2,68,1.794,1.08,8.04,6.471,0.11,8,0
2020,1.3092,128.068,116.22,5.2,32,0.881,0.78,6.7,3.9,0.065,23,1
2023,1.3426,126.2937,19.922,5.2,85,1.213,0.78,7.93,4.082,0.043,181,0
2022,1.4538,127.8761,10.0,5.2,39,0.847,0.66,4.5,1.8,0.063,24,0
2021,1.4979,127.1188,128.21,5.2,68,0.762,0.72,7.7,5.7,0.06,93,1
2021,1.5332,127.3029,148.16,5.2,26,0.759,0.89,6.8,4.1,0.062,25,1
2024,1.5829,126.5578,36.664,5.2,44,1.142,0.67,6.45,4.8,0.093,11,0
2020,1.6852,122.9813,422.66,5.2,65,2.716,0.6,7.6,5.8,0.098,10,2
2022,1.7136,126.4084,18.59,5.2,31,1.339,0.96,5.7,3.0,0.093,11,0
2020,1.7181,97.053,11.52,5.2,28,0.664,0.7,3.8,3.5,0.05,133,0
2022,1.8439,99.5189,179.876,5.2,49,1.033,0.68,6.86,3.945,0.068,21,1
2023,1.9095,96.9269,33.273,5.2,40,2.142,0.67,8.8,4.108,0.052,123,0
2023,2.7011,128.2749,173.775,5.2,80,2.121,0.81,8.46,5.438,0.08,15,1
2021,3.0223,126.5824,47.04,5.2,79,2.368,0.97,7.1,5.6,0.086,13,0
2021,5.6101,126.7376,87.68,5.2,46,1.851,0.79,6.4,4.2,0.066,22,1
2023,5.6719,124.2704,17.872,5.2,56,1.903,1.05,7.02,3.896,0.093,11,0
2022,5.7048,126.2848,119.18,5.2,48,1.526,1.09,5.8,5.1,0.063,24,1
2021,5.8868,126.646,10.0,5.2,63,5.131,0.78,3.9,1.7,0.048,146,0
2021,5.9682,127.1991,54.57,5.2,76,1.946,1.18,7.9,7.3,0.066,77,0
2023,3.4003,125.9293,105.349,5.2,77,2.98,0.81,7.36,1.261,0.075,17,1
2023,3.555,128.5402,11.012,5.2,83,3.003,0.6,5.77,4.306,0.078,16,0
2022,3.6971,126.9085,10.0,5.2,76,2.941,0.8,7.4,1.8,0.086,13,0
2021,3.9466,128.6511,45.57,5.2,84,3.404,0.87,7.0,4.4,0.043,181,0
2024,3.9671,128.6605,10.0,5.2,71,3.427,0.5,7.24,1.729,0.046,159,0
2021,4.0123,126.4928,45.62,5.2,62,3.17,0.67,7.0,5.1,0.086,13,0
2022,4.0869,126.6063,42.06,5.2,49,3.134,1.0,7.4,5.0,0.059,96,0
2022,4.0892,95.9931,41.55,5.2,59,3.186,0.58,7.2,2.8,0.083,14,0
2021,4.3322,138.0207,15.09,5.2,34,7.31,0.64,8.3,3.4,0.068,21,0
2021,4.4134,95.433,61.14,5.2,53,1.712,0.57,7.4,5.7,0.047,153,0
2021,4.6874,126.2666,79.98,5.2,80,2.463,0.89,6.8,6.1,0.075,17,1
2021,5.3333,126.4682,24.06,5.2,68,1.938,1.27,5.4,3.9,0.059,28,0
2021,-4.7072,138.2909,10.0,5.2,52,10.739,0.97,11.4,1.9,0.126,21,0
2023,-4.5721,133.9193,10.0,5.2,48,2.34,0.47,7.69,1.842,0.078,16,0
2021,-4.56,102.6323,56.2,5.2,27,0.378,0.57,6.6,4.5,0.043,176,0
2021,-4.5491,102.6262,59.62,5.2,59,0.378,0.84,7.2,5.2,0.056,106,0
2020,-4.4368,101.0761,10.0,5.2,39,1.875,0.63,6.5,1.8,0.064,82,0
2021,-4.2753,102.4086,61.49,5.2,48,0.552,0.66,5.2,5.4,0.059,100,0
2021,-4.1517,133.9246,10.0,5.2,71,2.072,0.56,8.0,1.0,0.075,17,0
2023,-3.6262,128.2527,117.6,5.2,17,1.873,0.63,6.65,4.002,0.066,22,1
2023,-1.5687,126.4517,10.0,5.2,68,2.498,0.85,3.61,1.822,0.08,15,0
2023,-1.1715,120.2762,10.0,5.2,46,2.323,0.73,6.63,1.806,0.058,29,0
2023,-0.8598,98.5035,22.72,5.2,176,2.341,0.46,10.85,5.524,0.115,25,0
2023,-0.8016,98.6029,18.401,5.2,48,2.33,0.6,7.54,3.561,0.093,11,0
2022,-0.7656,133.5126,34.59,5.2,81,2.484,0.69,7.9,3.8,0.071,66,0
2021,-0.6917,131.5239,10.0,5.2,54,2.328,0.65,6.9,1.5,0.069,20,0
2023,-0.5476,135.8426,17.009,5.2,40,4.295,0.86,6.9,3.758,0.098,10,0
2023,-0.536,122.1838,10.0,5.2,57,0.773,0.74,5.87,1.744,0.071,19,0
2022,-0.5284,98.5948,43.75,5.2,47,2.086,0.54,4.7,6.3,0.075,17,0
2024,-0.2348,124.5515,36.451,5.2,56,2.987,1.06,6.67,5.552,0.051,127,0
2021,-0.2129,124.4494,61.74,5.2,30,1.868,0.98,6.4,5.6,0.041,199,0
2020,-0.152,124.4423,31.48,5.2,37,1.889,0.9,5.2,3.0,0.073,18,0
2022,-0.0306,123.0885,112.11,5.2,25,1.053,0.81,5.1,4.6,0.057,30,1
2022,0.1519,96.7107,10.0,5.2,47,1.434,0.81,7.1,1.8,0.089,12,0
2022,-2.803,139.2418,23.75,5.2,23,1.488,0.39,6.3,3.8,0.046,154,0
2023,-2.7823,129.3648,10.0,5.2,33,1.811,0.86,6.47,1.782,0.047,152,0
2023,-2.4108,138.8023,10.0,5.2,62,1.902,0.76,6.14,1.794,0.052,124,0
2024,-2.32,138.9634,35.773,5.2,65,6.734,0.62,9.62,5.192,0.058,97,0
2024,-2.284,99.6708,17.148,5.2,116,3.874,1.06,8.65,3.923,0.059,95,0
2020,-1.8125,100.4271,15.62,5.2,27,2.21,0.82,6.4,3.0,0.093,11,0
2024,-5.909,112.3829,10.0,5.2,55,2.238,0.61,6.94,1.861,0.086,13,0
2023,-5.8841,130.1522,10.0,5.2,98,1.375,0.45,7.45,1.87,0.069,20,0
2022,-5.84,104.3485,61.05,5.2,42,2.021,1.09,7.7,4.6,0.093,11,0
2024,-5.8279,102.179,10.0,5.2,102,1.65,0.81,7.33,1.802,0.055,32,0
2023,-5.761,131.4651,86.496,5.2,51,1.982,0.68,7.93,4.714,0.073,18,1
2022,-5.6417,130.8544,67.15,5.2,39,2.367,0.58,7.57,5.751,0.093,11,0
2021,-5.6093,101.6854,10.0,5.2,41,1.772,0.59,4.8,1.7,0.073,61,0
2022,-5.1633,101.0026,7.409,5.2,41,2.103,0.88,7.19,3.583,0.068,70,0
2022,-5.1545,125.5667,10.0,5.2,26,4.749,0.78,6.1,1.812,0.086,13,0
2020,-5.0092,102.93,55.23,5.2,52,0.644,0.75,6.2,5.4,0.059,94,0
2024,-4.8258,134.1471,10.0,5.2,43,2.678,0.56,7.61,1.811,0.059,95,0
2022,-4.8078,139.4267,10.0,5.2,20,7.403,0.79,7.2,1.8,0.047,148,0
2024,-4.7608,139.56,10.0,5.2,76,2.506,0.62,8.51,1.862,0.069,69,0
2024,0.4909,119.9077,62.475,5.2,17,1.069,0.62,5.64,4.382,0.078,16,0
2024,0.5861,126.1349,34.193,5.2,47,1.245,0.54,7.0,4.756,0.086,13,0
2021,0.612,126.1055,36.34,5.2,51,1.271,0.71,6.5,5.9,0.086,13,0
2021,1.0276,119.9894,9.85,5.2,48,0.796,0.7,5.1,3.7,0.071,19,0
2023,1.0473,124.7792,138.675,5.2,26,2.602,0.59,6.52,4.916,0.062,25,1
2020,-3.4416,123.2663,13.35,5.2,41,2.434,1.0,5.6,3.1,0.075,17,0
2024,-3.3229,130.8029,10.0,5.2,35,1.491,0.6,3.2,1.718,0.073,18,0
2020,-3.2733,100.4042,10.0,5.2,69,2.765,0.93,8.2,1.8,0.085,49,0
2020,-3.2572,100.3043,23.44,5.2,46,2.863,0.75,6.1,4.2,0.075,17,0
2021,-3.2153,140.9429,34.98,5.2,24,0.735,0.91,6.8,4.1,0.078,16,0
2020,-3.1911,100.3854,19.0,5.2,44,2.815,0.94,6.9,1.7,0.065,23,0
2023,-3.1814,139.7735,29.42,5.2,25,1.14,0.56,6.89,3.782,0.098,10,0
2021,-3.1615,100.4063,10.0,5.2,50,2.809,0.87,6.2,1.7,0.058,100,0
2021,-3.0171,118.9502,10.0,5.2,69,2.138,0.37,7.0,1.9,0.098,35,0
2024,-2.9716,139.2043,45.484,5.2,57,1.564,0.86,7.99,6.786,0.058,96,0
2023,-2.9534,136.6526,42.782,5.2,54,4.069,0.53,5.47,5.885,0.047,148,0
2021,-2.9186,119.3918,12.77,5.2,23,2.112,0.85,4.1,3.5,0.089,12,0
2020,-8.1132,129.0865,30.74,5.2,112,2.194,0.59,7.7,7.2,0.096,36,0
2022,-8.1038,120.6142,10.0,5.2,46,1.691,1.27,5.9,1.8,0.083,14,0
2022,-8.0496,107.418,55.403,5.2,54,0.627,0.6,6.35,3.266,0.098,10,0
2021,-7.8284,123.086,267.73,5.2,28,1.161,0.94,7.0,4.8,0.093,11,1
2021,-7.7259,127.7426,76.0,5.2,30,3.532,0.68,7.8,1.9,0.089,12,1
2023,-6.8207,130.3819,114.92,5.2,32,2.332,0.53,7.79,5.094,0.093,11,1
2024,-6.7821,130.2227,128.765,5.2,44,2.267,0.52,10.16,4.524,0.075,17,1
2020,-6.6215,130.6068,80.06,5.2,32,1.516,0.68,7.1,4.1,0.057,101,1
2023,-6.6092,129.2493,10.0,5.2,26,2.173,0.57,6.44,1.725,0.069,20,0
2022,-9.1111,125.7147,10.0,5.2,28,1.565,0.89,5.8,1.8,0.055,118,0
2022,-8.9501,108.8343,39.775,5.2,101,1.963,0.67,8.06,5.81,0.093,11,0
2020,-8.9211,110.9498,86.6,5.2,42,1.087,0.97,7.3,4.7,0.098,10,1
2020,-8.9032,110.5406,94.26,5.2,99,0.984,0.61,7.7,6.7,0.078,54,1
2022,-8.256,115.6356,10.0,5.2,42,1.483,0.39,4.25,1.813,0.075,17,0
2023,-7.2326,124.5946,556.756,5.2,39,2.527,0.5,10.51,5.964,0.098,10,2
2021,-7.2217,120.1887,605.85,5.2,47,2.468,1.1,10.4,4.8,0.089,12,2
2020,-7.1522,126.6203,370.52,5.2,27,3.479,0.75,7.2,4.9,0.078,16,2
2021,-7.0859,129.4868,120.69,5.2,47,2.005,0.67,7.9,5.6,0.078,16,1
2020,-6.9666,126.6195,408.54,5.2,27,3.618,1.3,6.4,4.0,0.08,15,2
2023,-7.498,127.7793,172.862,5.2,31,3.634,0.6,7.52,4.451,0.075,17,1
2023,-7.4132,120.4887,515.398,5.2,16,2.493,0.56,8.94,4.776,0.075,17,2
2020,-7.384,128.6984,165.2,5.2,25,2.645,0.75,7.3,4.6,0.053,34,1
2024,-7.3755,105.9647,45.156,5.2,40,1.674,0.77,8.01,5.217,0.058,99,0
2022,-7.3364,128.8389,165.26,5.2,18,2.521,0.64,6.36,2.487,0.057,30,1
2020,-7.3061,106.1567,39.99,5.2,26,1.489,0.8,2.2,4.9,0.054,114,0
2020,-7.3028,128.4334,138.93,5.2,11,2.919,0.98,7.1,4.2,0.065,23,1
2022,-7.2617,105.9667,44.85,5.2,31,1.681,0.47,5.0,4.1,0.093,11,0
2021,-6.4061,129.8834,159.52,5.2,30,2.103,0.93,7.0,4.7,0.059,28,1
2021,-6.3978,103.8873,38.62,5.2,32,2.226,0.7,6.8,5.8,0.065,23,0
2020,-6.3336,129.1936,234.9,5.2,65,2.654,0.54,8.0,6.0,0.078,16,1
2020,-6.3154,103.7211,23.33,5.2,83,2.086,0.98,7.0,4.0,0.066,76,0
2024,-6.2708,130.0296,146.713,5.2,33,1.741,0.71,9.24,5.839,0.083,14,1
2021,-6.2692,105.525,15.95,5.2,31,2.147,1.07,5.9,3.2,0.098,10,0
2021,-6.2602,103.6709,35.0,5.2,41,2.017,1.15,3.3,1.9,0.065,78,0
2021,-6.2037,104.6565,54.99,5.2,34,2.494,0.74,6.6,5.1,0.089,12,0
2021,-6.1953,127.989,378.62,5.2,20,3.733,0.91,7.6,4.8,0.086,13,2
2023,-6.1801,129.8961,10.0,5.2,57,3.999,0.76,7.28,1.702,0.087,43,0
2023,-10.5406,113.313,10.0,5.2,45,2.218,0.49,6.89,1.711,0.098,10,0
2020,-10.4691,118.2924,10.0,5.2,47,4.296,0.86,6.5,1.7,0.055,32,0
2024,-10.0576,123.7239,35.0,5.2,33,2.037,1.18,4.1,1.775,0.11,8,0
2023,-9.9173,123.699,42.657,5.2,50,0.583,0.86,7.03,4.284,0.089,12,0
2023,-9.7881,112.511,43.519,5.2,67,2.083,0.61,8.43,6.995,0.069,69,0
2020,-9.6512,108.1878,10.0,5.2,102,2.238,1.1,5.8,1.7,0.086,13,0
2022,-9.4648,112.9197,41.048,5.2,27,1.568,0.87,6.14,3.808,0.098,10,0
2024,-9.3734,107.4144,20.277,5.2,74,1.913,0.79,6.53,1.431,0.068,70,0
2023,-10.9587,111.7241,10.0,5.1,39,3.251,0.6,4.32,1.746,0.071,19,0
2020,-10.4428,124.3686,10.0,5.1,114,0.69,0.83,4.4,1.9,0.088,42,0
2022,-10.4363,123.7732,10.0,5.1,63,0.833,0.48,5.09,1.846,0.065,23,0
2021,-10.4267,123.8207,10.0,5.1,71,0.799,0.63,6.2,1.9,0.095,36,0
2023,-10.3354,116.8988,35.0,5.1,61,1.73,0.63,7.54,1.843,0.059,94,0
2022,-9.9577,117.9017,48.36,5.1,42,3.985,0.56,7.3,5.8,0.055,108,0
2020,-9.6826,119.1179,10.0,5.1,34,3.251,1.32,6.7,1.7,0.089,12,0
2020,-9.6563,119.0873,10.0,5.1,80,3.271,0.61,7.1,1.8,0.086,13,0
2023,-9.5889,115.1162,58.547,5.1,66,1.464,0.64,7.5,5.825,0.096,35,0
2020,-9.5261,118.952,10.0,5.1,41,3.363,0.59,7.2,1.8,0.089,12,0
2022,-9.3644,112.9398,56.35,5.1,38,1.491,0.8,7.22,1.027,0.065,80,0
2022,-9.3478,107.0103,10.0,5.1,42,1.701,0.98,2.2,1.8,0.075,17,0
2021,-9.3066,107.8227,10.0,5.1,29,1.84,0.44,3.2,1.8,0.062,84,0
2022,-9.2537,110.8097,37.06,5.1,58,1.362,0.47,5.4,5.8,0.072,62,0
2024,-9.1202,120.5383,75.465,5.1,25,1.747,0.93,3.95,4.345,0.089,12,1
2024,-8.9573,111.2888,54.28,5.1,37,2.872,0.97,7.99,2.386,0.078,54,0
2020,-8.9048,117.8202,44.32,5.1,42,3.652,1.25,6.4,5.3,0.093,11,0
2023,-8.8079,123.1645,109.009,5.1,55,0.932,0.76,5.98,4.039,0.058,98,1
2020,-8.7445,122.2829,130.13,5.1,33,0.117,1.26,6.9,4.7,0.086,13,1
2023,-8.6271,111.1186,96.623,5.1,44,1.706,0.6,7.19,5.556,0.052,120,1
2021,-8.3613,112.469,113.16,5.1,39,1.668,0.77,7.0,4.7,0.052,122,1
2021,-8.3453,110.6583,85.47,5.1,25,0.45,0.98,5.6,3.5,0.052,119,1
2023,-7.8723,107.2582,58.526,5.1,45,0.563,1.12,8.72,4.929,0.08,15,0
2022,-7.8364,118.5907,10.0,5.1,51,3.031,1.01,7.2,1.8,0.078,53,0
2021,-7.8031,123.3878,251.92,5.1,33,1.407,1.17,6.8,4.0,0.063,24,1
2023,-7.7769,107.9533,72.197,5.1,26,0.434,0.5,7.86,4.317,0.093,11,1
2022,-7.6935,130.0542,28.783,5.1,52,1.266,0.53,6.79,0.956,0.062,84,0
2024,-7.6284,125.8773,10.0,5.1,37,2.646,0.68,6.98,1.856,0.089,12,0
2021,-6.6522,129.6807,153.64,5.1,29,2.079,0.82,6.8,4.9,0.072,70,1
2024,-6.6387,103.9098,35.0,5.1,48,2.454,0.36,6.68,1.882,0.06,91,0
2020,-6.5892,132.098,10.0,5.1,36,1.595,1.0,5.0,1.7,0.066,22,0
2023,-6.5679,104.7998,19.579,5.1,43,2.86,0.68,6.97,3.545,0.093,11,0
2024,-6.5121,130.0446,153.351,5.1,36,1.981,0.58,7.79,5.297,0.073,18,1
2021,-6.3831,105.3483,10.0,5.1,48,2.293,1.13,5.8,1.7,0.062,85,0
2023,-6.345,129.957,10.0,5.1,52,4.099,0.77,5.6,1.854,0.098,34,0
2020,-6.3146,106.3418,96.85,5.1,24,1.361,1.03,7.1,4.1,0.083,14,1
2022,-6.2272,103.8061,25.585,5.1,36,2.039,0.82,7.57,3.867,0.056,117,0
2024,-6.2111,113.9306,606.447,5.1,16,2.255,0.58,8.35,4.417,0.043,177,2
2021,-6.0656,112.0975,591.69,5.1,22,1.914,1.14,7.7,4.7,0.098,10,2
2024,-6.0452,130.3336,10.0,5.1,43,1.572,0.58,7.09,1.75,0.078,53,0
2024,-6.0117,104.3629,92.099,5.1,64,2.158,0.82,4.97,6.455,0.047,146,1
2022,-7.1999,128.9407,151.223,5.1,29,2.464,0.61,5.63,4.599,0.061,26,1
2020,-7.0159,129.4925,168.39,5.1,84,2.032,0.93,4.8,6.0,0.061,26,1
2024,-6.991,129.6463,99.201,5.1,20,2.466,0.76,7.0,4.482,0.11,8,1
2021,-7.5917,105.8256,21.04,5.1,45,1.813,0.84,2.3,4.2,0.062,83,0
2022,-7.5067,126.3676,13.579,5.1,105,3.05,1.01,7.05,4.736,0.171,11,0
2021,-7.476,128.4376,128.08,5.1,20,2.879,0.83,6.7,4.4,0.052,119,1
2021,-7.3823,121.7602,10.0,5.1,95,1.332,0.78,7.0,1.8,0.147,15,0
2023,4.405,127.7487,130.486,5.1,49,3.416,0.82,7.55,5.16,0.093,11,1
2023,4.5477,127.5947,82.879,5.1,56,3.209,0.67,7.99,5.768,0.039,210,1
2023,4.775,124.963,11.677,5.1,63,2.361,0.57,7.47,3.796,0.045,158,0
2024,4.8557,126.4225,14.196,5.1,26,0.948,0.64,4.63,3.01,0.062,25,0
2021,4.9054,127.3815,108.62,5.1,108,2.799,0.58,8.6,6.0,0.054,110,1
2021,4.9082,126.4194,67.36,5.1,81,2.304,0.93,7.9,6.2,0.05,137,0
2020,5.0517,125.9067,100.59,5.1,65,2.031,1.2,6.7,4.1,0.051,127,1
2021,5.2665,125.4891,177.31,5.1,34,1.793,1.16,7.5,1.0,0.041,197,1
2022,5.421,126.8353,40.01,5.1,55,2.059,0.56,7.5,4.5,0.048,142,0
2020,5.4617,126.7769,13.5,5.1,76,1.992,0.98,9.0,1.9,0.066,22,0
2020,5.4894,126.559,10.0,5.1,107,1.847,1.21,3.5,1.8,0.074,59,0
2023,2.6388,128.1978,62.909,5.1,34,2.032,0.49,7.78,4.991,0.08,15,0
2023,2.7214,126.9929,28.931,5.1,52,1.972,0.62,8.49,3.872,0.08,15,0
2023,2.7552,127.054,44.905,5.1,80,1.995,0.9,7.53,5.812,0.059,95,0
2022,2.7602,128.569,231.665,5.1,59,2.312,0.67,7.84,5.592,0.046,152,1
2023,2.7739,126.9144,18.473,5.1,49,2.039,0.8,6.93,3.265,0.089,12,0
2021,2.7772,128.598,231.06,5.1,45,2.341,0.84,7.3,5.6,0.038,228,1
2023,2.8239,127.0179,35.0,5.1,115,2.068,0.91,4.85,1.917,0.095,36,0
2020,2.8873,96.3169,35.0,5.1,24,2.013,1.34,6.9,1.9,0.098,10,0
2021,3.055,127.0363,65.44,5.1,62,2.291,0.48,7.8,5.7,0.098,10,0
2023,3.0781,126.7467,48.463,5.1,40,2.373,0.74,7.4,5.697,0.051,126,0
2022,2.1377,128.421,68.269,5.1,56,1.718,0.77,6.77,5.042,0.049,133,0
2022,2.2271,129.3044,10.0,5.1,52,2.417,0.62,7.7,1.874,0.071,65,0
2023,2.2525,126.8188,55.246,5.1,73,1.569,0.82,6.73,5.731,0.044,165,0
2021,2.3391,127.2602,80.74,5.1,83,1.56,0.86,6.9,6.0,0.054,113,1
2024,2.3789,128.4621,41.584,5.1,82,1.936,0.81,11.43,7.061,0.121,22,0
2023,2.5629,128.2423,62.979,5.1,36,1.983,0.44,7.02,6.549,0.093,11,0
2023,2.5656,95.8459,23.817,5.1,72,2.135,0.68,7.41,4.292,0.072,62,0
2022,2.585,128.4029,40.47,5.1,46,2.077,0.82,7.3,4.7,0.052,120,0
2024,2.5891,128.2336,68.892,5.1,36,2.002,0.87,7.48,6.601,0.103,9,0
2021,1.2957,98.8933,91.42,5.1,45,1.317,0.52,6.2,4.5,0.073,18,1
2023,1.3696,125.7758,64.487,5.1,51,1.698,0.75,6.71,3.195,0.059,95,0
2020,1.3943,126.4031,34.64,5.1,29,1.144,0.85,6.4,4.9,0.089,12,0
2022,1.4012,96.967,10.0,5.1,45,0.616,0.49,4.72,1.78,0.093,11,0
2024,1.5763,127.7664,8.149,5.1,80,0.893,0.64,6.95,3.823,0.11,8,0
2021,1.5831,128.2005,22.84,5.1,54,1.159,1.08,6.4,4.0,0.093,11,0
2021,1.841,127.3842,122.48,5.1,58,1.062,0.93,6.5,2.4,0.098,10,1
2022,3.6598,126.6402,9.68,5.1,36,2.959,0.95,7.1,3.3,0.086,13,0
2022,3.6718,126.8508,28.805,5.1,44,2.926,0.85,5.94,4.086,0.075,17,0
2022,3.7289,126.9366,10.0,5.1,104,2.968,0.74,6.4,1.3,0.059,96,0
2022,3.9185,95.9105,48.02,5.1,27,3.084,0.86,6.9,4.3,0.05,132,0
2020,4.0231,126.1659,16.73,5.1,43,3.082,0.97,4.8,2.7,0.068,21,0
2020,4.1129,122.724,573.59,5.1,38,3.557,0.9,7.4,6.0,0.098,10,2
2022,4.2739,95.7593,74.145,5.1,52,1.517,0.72,7.48,4.349,0.047,144,1
2022,4.3182,126.072,133.398,5.1,50,2.777,0.77,7.22,4.993,0.062,25,1
2024,4.3404,126.7337,48.5,5.1,72,2.944,0.53,7.11,5.044,0.086,13,0
2020,5.5945,126.4894,79.86,5.1,32,1.722,0.89,5.5,3.6,0.066,22,1
2020,5.6607,126.8983,57.96,5.1,72,1.917,1.24,7.4,4.6,0.093,11,0
2021,5.7071,126.2283,89.11,5.1,45,1.499,1.07,5.8,4.4,0.058,29,1
2020,5.7913,95.5619,10.0,5.1,43,1.487,1.1,7.2,1.8,0.075,17,0
2021,5.9056,126.5496,100.3,5.1,39,1.505,0.81,6.5,4.8,0.098,10,1
2021,-3.5622,129.0913,41.58,5.1,23,3.216,0.6,6.4,6.1,0.047,153,0
2020,-3.4021,100.2732,10.0,5.1,58,2.84,0.76,6.7,1.8,0.069,69,0
2020,-3.3354,100.3183,19.29,5.1,65,2.821,0.62,5.9,3.5,0.088,42,0
2020,-3.3215,100.2724,10.0,5.1,53,2.869,0.93,6.7,1.7,0.098,10,0
2020,-3.1119,135.6309,30.78,5.1,55,3.382,0.7,8.1,4.3,0.046,155,0
